catalognumber,collectorfamilyname,collectorinitials,associatedcollectors,year,month,day,verbatimeventdate,scientificname,scientificnameauthorship,identificationqualifier,family,identifiedby,dateidentified,country,stateprovince,county,locality,latdeg,lngdeg,elevationnumber,elevationunits,verbatimelevation,verbatimcoordinates,georeferencedby,georeferencesources,host,occurrenceremarks,lifestage,sex,individualcount,samplingprotocol,preparations,typestatus,ownerinstitutioncode,basisofrecord,language
UMSP000333386,Telford,H.S.,,1939,7,14,"July 14, 1939",Anthaxia aenecogaster,Laporte & Gory,Cast.,buprestidae,J.N. Knull,1942,USA,South Dakota,Pennington,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333382,Standish,J.,,1940,6,11,"June 11, 1940",Anthaxia aenecogaster,Laporte & Gory,Cast.,buprestidae,J.N. Knull,1942,USA,Washington,,Spokane,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333388,Telford,H.S.,,1939,7,14,"July 14, 1939",Anthaxia aenecogaster,Laporte & Gory,Cast.,buprestidae,J.N. Knull,1942,USA,South Dakota,Pennington,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333387,Pratt,H.D.,,1939,5,29,"May 29, 1939",Anthaxia aenecogaster,Laporte & Gory,Cast.,buprestidae,J.N. Knull,1942,USA,Minnesota,,Itasca Park,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333391,Milliron,H.E.,,1938,6,17,"June 17, 1938",Anthaxia aenecogaster,Laporte & Gory,Cast.,buprestidae,J.N. Knull,1942,USA,Minnesota,,Itasca Park,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333390,Anderson,R.,,1939,7,8,"July 8, 1939",Anthaxia aenecogaster,Laporte & Gory,Cast.,buprestidae,J.N. Knull,1942,USA,California,Modoc,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333392,Schroeder,P.M.,,1938,18,6,June 18 1938,Anthaxia aenecogaster,Laporte & Gory,Cast.,buprestidae,J.N. Knull,1942,USA ,Minnesota,,Itasca Park,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333389,Telford,H.S.,,1939,14,7,"July 14, 1939",Anthaxia aenecogaster,Laporte & Gory,Cast.,buprestidae,J.N. Knull,1942,USA ,South Dakota,Pennington,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333365,Ainslie,C.N.,,,,,,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1938,USA,Minnesota,Olmsted,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333366,,,,,,,,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1922,USA,Minnesota,St Louis,Duluth,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333367,Keene,P.L.,,1923,6,23,"June 23, 1923",Agrilus anxius,Say,,buprestidae,J.N. Knull,1928,USA,Minnesota,Steele,Owatonna,,,,,,,,,,birch borer,adult,,,,pinned,,UMSP,,english
UMSP000333368,Keene,P.L.,,1923,6,23,"June 23, 1923",Agrilus anxius,Say,,buprestidae,J.N. Knull,1928,USA,Minnesota,Steele,Owatonna,,,,,,,,,,birch borer,adult,,,,pinned,,UMSP,,english
UMSP000333369,Keene,P.L.,,1923,6,23,"June 23, 1923",Agrilus anxius,Say,,buprestidae,J.N. Knull,1928,USA,Minnesota,Steele,Owatonna,,,,,,,,,,birch borer,adult,,,,pinned,,UMSP,,english
UMSP000333370,,,,,,,,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1922,USA,Minnesota,St Louis,Duluth,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333371,Keene,P.L.,,1923,6,23,"June 23, 1923",Agrilus anxius,Say,,buprestidae,J.N. Knull,1928,USA,Minnesota,Steele,Owatonna,,,,,,,,,,birch borer,adult,,,,pinned,,UMSP,,english
UMSP000333372,Ainslie,C.N.,,,,,,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1938,USA,Minnesota,Olmsted,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333373,Keene,P.L.,,1923,6,23,"June 23, 1923",Agrilus anxius,Say,,buprestidae,J.N. Knull,1928,USA,Minnesota,Steele,Owatonna,,,,,,,,,,birch borer,adult,,,,pinned,,UMSP,,english
UMSP000333374,Keene,P.L.,,1923,6,23,"June 23, 1923",Agrilus anxius,Say,,buprestidae,J.N. Knull,1928,USA,Minnesota,Steele,Owatonna,,,,,,,,,,birch borer,adult,,,,pinned,,UMSP,,english
UMSP000333375,,,,,,,,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1922,USA,Minnesota,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333325,,,,,,,,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1922,USA,Minnesota,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333326,Pratt,M.,,1938,6,19,June 19 1938,Agrilus anxius,Gory,,buprestidae,Knull,1943,USA,Vermont,Jacksonville,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333327,Kvetzschmar,G.,,1941,8,22,"Aug. 22, 1941",Agrilus anxius,Gory,,buprestidae,Knull,1942,USA,Minnesota,Cook,Grand Marais,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333328,Denning,D.,,1933,6,23,"June 23, 1933",Agrilus anxius,Gory,,buprestidae,Knull,1938,USA,Minnesota,Red Lake ,Plummer,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333329,Hodson,A.C.,,1936,6,18,June 18 1936,Agrilus anxius,Gory,,buprestidae,Knull,1943,USA,Minnesota,,Itsaca Park,,,,,,,,,,on aspen,adult,,,,pinned,,UMSP,,english
UMSP000333330,Orr,L.W.,,1934,6,16,"June 16, 1934",Agrilus anxius,Gory,,buprestidae,L.W. Orr,1934,USA,Minnesota,,Itsaca Park,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333331,Orr,L.W.,,1934,6,16,"June 16, 1934",Agrilus anxius,Gory,,buprestidae,L.W. Orr,1934,USA,Minnesota,,Itsaca Park,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333332,Nicholson,H.P.,,1940,7,2,July 2 1940,Agrilus anxius,Gory,,buprestidae,Knull,1943,USA,Minnesota,Kittson,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333333,Hodson,A.C.,,1926,6,18,June 18 1926,Agrilus anxius,Gory,,buprestidae,Knull,1943,USA,Minnesota,,Itsaca Park,,,,,,,,,,on aspen,adult,,,,pinned,,UMSP,,english
UMSP000333334,Denning,D.G.,,1938,7,18,July 18 1938,Agrilus anxius,Gory,,buprestidae,Knull,1943,USA,Minnesota,Roseau,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333335,Medler,J.,,1938,7,4,"July 4, 1938",Agrilus anxius,Gory,,buprestidae,Knull,1934,Canada,Manitoba,Winnipeg,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333336,Daggy,R.H.,,1936,6,20,"June 20, 1936",Agrilus anxius,Gory,,buprestidae,Knull,1943,USA,Minnesota,Lake,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333337,Hodson,A.C.,,1939,6,25,June 25 1939,Agrilus anxius,Gory,,buprestidae,Knull,1943,USA,Minnesota,Beltrami,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333338,Hodson,A.C.,,1936,7,15,July 15 1936,Agrilus anxius,Gory,,buprestidae,Knull,1943,USA,Minnesota,,Itsaca Park,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333339,Orr,L.W.,,1934,6,16,June 16 1934,Agrilus anxius,Gory,,buprestidae,L.W. Orr,,USA,Minnesota,,Itsaca Park,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333340,Franklin,H.J.,,1909,7,7,July 7 1909,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1938,USA,Minnesota,,St. Anthony Park,,,,,,,,,,on birch,adult,,,,pinned,,UMSP,,english
UMSP000333341,Orr,L.W.,,1934,6,16,June 16 1934,Agrilus anxius,Gory,,buprestidae,L.W. Orr,1934,USA,Minnesota,,Itsaca Park,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333342,Franklin,H.J.,,1909,7,4,July 4 1909,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1938,USA,Minnesota,,St. Anthony Park,,,,,,,,,,on birch,adult,,,,pinned,,UMSP,,english
UMSP000333343,Franklin,H.J. ,,1909,7,7,July 7 1909,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1938,USA,Minnesota,,St. Anthony Park,,,,,,,,,,on birch,adult,,,,pinned,,UMSP,,english
UMSP000333344,Franklin,H.J.,,1909,7,4,July 4 1909,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1938,USA,Minnesota,,St. Anthony Park,,,,,,,,,,on birch,adult,,,,pinned,,UMSP,,english
UMSP000333345,Franklin,H.J.,,1909,7,4,July 4 1909,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1938,USA,Minnesota,,St. Anthony Park,,,,,,,,,,on birch,adult,,,,pinned,,UMSP,,english
UMSP000333346,Franklin,H.J.,,1909,7,7,July 7 1909,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1938,USA,Minnesota,,St. Anthony Park,,,,,,,,,,on birch,adult,,,,pinned,,UMSP,,english
UMSP000333347,Franklin,H.J.,,1909,7,1,July 1 1909,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1938,USA,Minnesota,,St. Anthony Park,,,,,,,,,,on birch,adult,,,,pinned,,UMSP,,english
UMSP000333348,Franklin,H.J.,,1909,7,1,July 1 1909,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1938,USA,Minnesota,,St. Anthony Park,,,,,,,,,,on birch,adult,,,,pinned,,UMSP,,english
UMSP000333349,Franklin,H.J.,,1909,7,1,July 1 1909,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1938,USA,Minnesota,,St. Anthony Park,,,,,,,,,,on birch,adult,,,,pinned,,UMSP,,english
UMSP000333350,Franklin,H.J.,,1909,7,1,July 1 1909,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1938,USA,Minnesota,,St. Anthony Park,,,,,,,,,,on birch,adult,,,,pinned,,UMSP,,english
UMSP000333351,Franklin,H.J.,,1909,7,7,July 7 1909,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1938,USA,Minnesota,,St. Anthony Park,,,,,,,,,,on birch,adult,,,,pinned,,UMSP,,english
UMSP000333352,Franklin,H.J.,,1909,7,1,July 1 1909,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1938,USA,Minnesota,,St. Anthony Park,,,,,,,,,,on birch,adult,,,,pinned,,UMSP,,english
UMSP000333353,Franklin,H.J.,,1909,7,1,July 1 1909,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1938,USA,Minnesota,,St. Anthony Park,,,,,,,,,,on birch,adult,,,,pinned,,UMSP,,english
UMSP000333354,Franklin,H.J.,,1909,7,2,July 2 1909,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1938,USA,Minnesota,,St. Anthony Park,,,,,,,,,,on birch,adult,,,,pinned,,UMSP,,english
UMSP000333355,Franklin,H.J.,,1909,7,1,July 1 1909,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1938,USA,Minnesota,,St. Anthony Park,,,,,,,,,,on birch,adult,,,,pinned,,UMSP,,english
UMSP000333356,Franklin,H.J.,,1909,7,2,July 2 1909,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1938,USA,Minnesota,,St. Anthony Park,,,,,,,,,,on birch,adult,,,,pinned,,UMSP,,english
UMSP000333357,Franklin,H.J.,,1909,7,1,July 1 1909,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1938,USA,Minnesota,,St. Anthony Park,,,,,,,,,,on birch,adult,,,,pinned,,UMSP,,english
UMSP000333358,Franklin,H.J.,,1909,7,4,July 4 1909,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1938,USA,Minnesota,,St. Anthony Park,,,,,,,,,,on birch,adult,,,,pinned,,UMSP,,english
UMSP000333308,Franklin,H.J.,,1909,7,4,July 4 1909,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1938,USA,Minnesota,,St. Anthony Park,,,,,,,,,,on birch,adult,,,,pinned,,UMSP,,english
UMSP000333309,Franklin,H.J.,,1909,7,2,July 2 1909,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1938,USA,Minnesota,,St. Anthony Park,,,,,,,,,,on birch,adult,,,,pinned,,UMSP,,english
UMSP000333310,Franklin,H.J.,,1909,7,1,July 1 1909,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1938,USA,Minnesota,,St. Anthony Park,,,,,,,,,,on birch,adult,,,,pinned,,UMSP,,english
UMSP000333311,Franklin,H.J.,,1909,7,7,July 7 1909,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1938,USA,Minnesota,,St. Anthony Park,,,,,,,,,,on birch,adult,,,,pinned,,UMSP,,english
UMSP000333312,Franklin,H.J.,,1909,7,4,July 4 1909,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1938,USA,Minnesota,,St. Anthony Park,,,,,,,,,,on birch,adult,,,,pinned,,UMSP,,english
UMSP000333313,Franklin,H.J.,,1909,7,1,July 1 1909,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1938,USA,Minnesota,,St. Anthony Park,,,,,,,,,,on birch,adult,,,,pinned,,UMSP,,english
UMSP000333314,Stehr,W.C.,,1929,8,11,"Aug. 11, 1929",Agrilus anxius,Gory,,buprestidae,J.N. Knull,1938,USA,Minnesota,Lake,"Two Harbors, Stewart River",,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333315,Denning,D. ,,1933,6,10,"June 10, 1933",Agrilus anxius,Gory,,buprestidae,J.N. Knull,1938,USA,Minnesota,Red Lake ,Plummer,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333316,Schroader,P.S.,,1935,8,6,Aug. 6 1935,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1938,USA,Minnesota,Cook,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333317,Denning,D. ,,1933,6,8,June 8 1933,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1938,USA,Minnesota,Red Lake ,Plummer,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333318,Oestlund,O.W.,,,,,,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1938,USA,Minnesota,Cass,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333319,Oestlund,O.W.,,,,,,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1938,USA,Minnesota,Hennepin,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333320,Orr,L.W.,,1934,6,16,"June 16, 1934",Agrilus anxius,Gory,,buprestidae,L.W. Orr,1934,USA,Minnesota,,Itaaca (sp?) Park,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333321,Denning,D.,,1933,6,4,"June 4, 1933",Agrilus anxius,Gory,,buprestidae,J.N. Knull,1938,USA,Minnesota,Red Lake,Plummer,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333322,Ainslie,C.N.,,,,,,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1938,USA,Minnesota,Olmsted,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333323,Denning,D.,,1933,6,3,"June 3, 1933",Agrilus anxius,Gory,,buprestidae,J.N. Knull,1938,USA,Minnesota,Red Lake,Plummer,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333324,,,,,,,,Agrilus anxius,Say,,buprestidae,J.N. Knull,1928,USA,Minnesota,,Itasca,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333291,,,,1914,6,29,6/29/1914,Agrilus anxius,Say,,buprestidae,J.N. Knull,1928,USA,Minnesota,,Itasca,,,,,,,,,,On aspen log,adult,,,,pinned,,UMSP,,english
UMSP000333292,Orr,L.W.,,1934,6,16,"June 16, 1934",Agrilus anxius,Gory,,buprestidae,L.W. Orr,1934,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333293,Orr,L.W.,,1934,6,16,"June 16, 1934",Agrilus anxius,Gory,,buprestidae,L.W. Orr,1934,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333294,Orr,L.W.,,1934,6,16,"June 16, 1934",Agrilus anxius,Gory,,buprestidae,L.W. Orr,1934,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333295,Orr,L.W.,,1934,6,13,"June 13, 1934",Agrilus anxius,Gory,,buprestidae,L.W. Orr,1934,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333296,Orr,L.W.,,1934,6,13,"June 13, 1934",Agrilus anxius,Gory,,buprestidae,L.W. Orr,1934,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333297,Orr,L.W.,,1934,6,15,"June 15, 1934",Agrilus anxius,Gory,,buprestidae,L.W. Orr,1934,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333298,Orr,L.W.,,1934,6,15,"June 15, 1934",Agrilus anxius,Gory,,buprestidae,L.W. Orr,1934,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333299,,,,1914,6,29,6/29/1914,Agrilus anxius,Say,,buprestidae,J.N. Knull,1928,USA,Minnesota,,Itasca,,,,,,,,,,on birch log,adult,,,,pinned,,UMSP,,english
UMSP000333300,,,,1914,6,29,6/29/1914,Agrilus anxius,Say,,buprestidae,J.N. Knull,1928,USA,Minnesota,,Itasca,,,,,,,,,,on aspen log,adult,,,,pinned,,UMSP,,english
UMSP000333301,,,,,,,,Agrilus anxius,Say,,buprestidae,J.N. Knull,1928,USA,Minnesota,Itasca,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333302,Nichol,A.A.,,1920,7,16,"VII-16, '20",Agrilus anxius,Say,,buprestidae,J.N. Knull,1928,USA,Montana,Yellowstone,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333303,,,,1914,6,29,6/29/1914,Agrilus anxius,Say,,buprestidae,J.N. Knull,1928,USA,Minnesota,Itasca,,,,,,,,,,,on birch log,adult,,,,pinned,,UMSP,,english
UMSP000333304,,,,,,,,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1922,USA,,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333305,Orr,L.W.,,1934,6,13,"June 13, 1934",Agrilus anxius,Gory,,buprestidae,L.W. Orr,1934,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333306,Orr,L.W.,,1934,6,16,"June 16, 1934",Agrilus anxius,Gory,,buprestidae,L.W. Orr,1934,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333307,Orr,L.W.,,1934,6,16,"June 16, 1934",Agrilus anxius,Gory,,buprestidae,L.W. Orr,1934,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333240,Orr,L.W.,,1934,6,12,"June 12, 1934",Agrilus anxius,Gory,,buprestidae,L.W. Orr,1934,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333241,Orr,L.W.,,1934,6,16,"June 16, 1934",Agrilus anxius,Gory,,buprestidae,L.W. Orr,1934,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333242,Orr,L.W.,,1934,6,16,"June 16, 1934",Agrilus anxius,Gory,,buprestidae,L.W. Orr,1934,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333243,,,,1913,7,2,7/2/13,Agrilus anxius,Say,,buprestidae,J.N. Knull,1928,USA,Minnesota,,Lake Itasca,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333244,Sup.,L.,,,,,,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1922,USA,,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333245,Orr,L.W.,,1934,6,26,"June 26, 1934",Agrilus anxius,Gory,,buprestidae,L.W. Orr,1934,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333246,Orr,L.W.,,1934,6,12,"June 12, 1934",Agrilus anxius,Gory,,buprestidae,,,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333247,Orr,L.W.,,1934,6,10,"June 10, 1934",Agrilus anxius,Gory,,buprestidae,,,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333248,Orr,L.W.,,1934,6,10,"June 10, 1934",Agrilus anxius,Gory,,buprestidae,,,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333249,Orr,L.W.,,1934,6,16,"June 16, 1934",Agrilus anxius,Gory,,buprestidae,,,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333250,Orr,L.W.,,1934,6,16,"June 16, 1934",Agrilus anxius,Gory,,buprestidae,,,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333251,Orr,L.W.,,1934,6,10,"June 10, 1934",Agrilus anxius,Gory,,buprestidae,,,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333252,Orr,L.W.,,1934,6,16,"June 16, 1934",Agrilus anxius,Gory,,buprestidae,,,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333253,Orr,L.W.,,1934,6,16,"June 16, 1934",Agrilus anxius,Gory,,buprestidae,,,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333254,Orr,L.W.,,1934,6,16,"June 16, 1934",Agrilus anxius,Gory,,buprestidae,,,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333255,Orr,L.W.,,1934,6,16,"June 16, 1934",Agrilus anxius,Gory,,buprestidae,,,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333256,Orr,L.W.,,1934,6,16,"June 16, 1934",Agrilus anxius,Gory,,buprestidae,,,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP0000333189,Orr,L.W.,,1934,6,16,"June 16, 1934",Agrilus anxius,Gory,,buprestidae,,,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP0000333190,Orr,L.W.,,1934,6,16,"June 16, 1934",Agrilus anxius,Gory,,buprestidae,L.W. Orr,1934,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP0000333191,Orr,L.W.,,1934,6,16,"June 16, 1934",Agrilus anxius,Gory,,buprestidae,L.W. Orr,1934,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP0000333192,Orr,L.W.,,1934,6,16,"June 16, 1934",Agrilus anxius,Gory,,buprestidae,L.W. Orr,1934,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP0000333193,Orr,L.W.,,1934,6,16,"June 16, 1934",Agrilus anxius,Gory,,buprestidae,L.W. Orr,1934,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP0000333194,Orr,L.W.,,1934,6,16,"June 16, 1934",Agrilus anxius,Gory,,buprestidae,L.W. Orr,1934,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP0000333195,Orr,L.W.,,1934,6,16,"June 16, 1934",Agrilus anxius,Gory,,buprestidae,L.W. Orr,1934,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP0000333196,Orr,L.W.,,1934,6,16,"June 16, 1934",Agrilus anxius,Gory,,buprestidae,L.W. Orr,1934,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP0000333197,Orr,L.W.,,1934,6,16,"June 16, 1934",Agrilus anxius,Gory,,buprestidae,L.W. Orr,1934,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP0000333198,Orr,L.W.,,1934,6,16,"June 16, 1934",Agrilus anxius,Gory,,buprestidae,L.W. Orr,1934,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP0000333199,Orr,L.W.,,1934,6,23,"June 23, 1934",Agrilus anxius,Gory,,buprestidae,L.W. Orr,1934,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP0000333200,Orr,L.W.,,1934,6,23,"June 23, 1934",Agrilus anxius,Gory,,buprestidae,L.W. Orr,1934,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP0000333201,Orr,L.W.,,1934,6,23,"June 23, 1934",Agrilus anxius,Gory,,buprestidae,L.W. Orr,1934,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP0000333202,Orr,L.W.,,1934,6,26,"June 26, 1934",Agrilus anxius,Gory,,buprestidae,L.W. Orr,1934,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP0000333203,Orr,L.W.,,1934,6,16,"June 16, 1934",Agrilus anxius,Gory,,buprestidae,L.W. Orr,1934,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP0000333204,Orr,L.W.,,1934,6,16,"June 16, 1934",Agrilus anxius,Gory,,buprestidae,L.W. Orr,1934,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP0000333205,Orr,L.W.,,1934,6,26,"June 26, 1934",Agrilus anxius,Gory,,buprestidae,L.W. Orr,1934,USA,Minnesota,,Itasca Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP0000333206,,L.S.,,,,,,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1922,,,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP0000333207,,,,1964,4,3,IV-3-1964,Agrilus anxius,Gory,,buprestidae,,,USA,Minnesota,Swift,Benson,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP0000333208,Ebel,B.,,1951,6,16,6-16 1951,Agrilus anxius,Gory,,buprestidae,,,USA,Minnesota,Ramsey,St. Anthony Park,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP0000333209,,,,,,,,Agrilus anxius,Gory,,buprestidae,,,USA,Minnesota,Swift,Benson,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
