catalognumber,collectorfamilyname,collectorinitials,associatedcollectors,year,month,day,verbatimeventdate,scientificname,scientificnameauthorship,identificationqualifier,family,identifiedby,dateidentified,country,stateprovince,county,locality,latdeg,lngdeg,elevationnumber,host,occurrenceremarks,samplingprotocol,,,,,,,,
,,,,2018,7,8,,Dicerca tenebrosa,,,buprestidae,,,USA,Minnesota,Chisago,,,,,,,,,,,,,,,
UMSP000361085,,,,,7,8,July 08,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1928,USA,Minnesota,Itasca,,,,,,,,,,,,,,,
UMSP000361303,Hallinen,M.,B Turgut,2017,7,8,July 8 2017,Dicerca tenebrosa,Kirby,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Washington,Marine Elementary Ballpark,45.2027,-92.7727,,,C. fumipennis nesting site,,,,,,,,,
UMSP000361299,Hallinen,M.,P Haynes/E Lee,2017,7,10,July 10 2017,Dicerca tenebrosa,Kirby,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Ramsey,Turtle Lake Elementary,45.11045,-93.14969,,,C. fumipennis nesting site,,,,,,,,,
UMSP000361302,Hallinen,M.,J Ure,2017,7,11,July 11 2017,Dicerca tenebrosa,Kirby,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Chisago,Taylor Falls Elementary,45.406507,-92.65621,,,C. fumipennis nesting site,,,,,,,,,
UMSP000361090,Hodson,A.C.,,1961,7,11,"July 11, '61",Dicerca tenebrosa,Kirby,,buprestidae,R.L. Westcott,,USA,Minnesota,Itasca,,,,,Blue spruce,,,,,,,,,,
,,,,2018,7,11,,Dicerca tenebrosa,,,buprestidae,,,USA,Minnesota,Ramsey,,,,,,,,,,,,,,,
UMSP000361309,Haynes,P.,E Lee,2017,7,11,July 11 2017,Dicerca tenebrosa,Kirby,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Washington,New Scandia T-Ball Field,45.250134,-92.802987,,,C. fumipennis nesting site,,,,,,,,,
UMSP000361281,Daggy,R.H.,,1936,7,12,July 12 1936,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Cass,,,,,,,,,,,,,,,
UMSP000361062,Orr,L.W.,,1929,7,12,"July 12, 1929",Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Cook,Poplar Lake,,,,,,,,,,,,,,
UMSP000361312,Hallinen,M.,"B Turgut, J Ure, P Haynes",2017,7,12,July 12 2017,Dicerca tenebrosa,Kirby,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Ramsey,Battle Creek Middle School,44.947459,-93.011506,,,C. fumipennis nesting site,,,,,,,,,
,,,,2018,7,13,,Dicerca tenebrosa,,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,,,,
UMSP000361084,,,,1914,7,14,7/14/1914,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1928,USA,Minnesota,Itasca,,,,,,,,,,,,,,,
UMSP000361280,Oestlund,O.W.,,,7,14,7/14,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,St. Louis,Lake Superior,,,,,,,,,,,,,,
UMSP000361301,Hallinen,M.,D Mkabili,2017,7,15,July 15 2017,Dicerca tenebrosa,Kirby,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Chisago,Banta Park,45.347216,-92.993668,,,C. fumipennis nesting site,,,,,,,,,
UMSP000361008,Orr,L.W.,,1929,7,16,"July 16, 1929",Dicerca tenebrosa,Kirby,,buprestidae,D.N. Knull,1938,USA,Minnesota,Cook,Poplar Lake,,,,,,,,,,,,,,
UMSP000361014,Orr,L.W.,,1929,7,16,"July 16, 1929",Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Cook,Poplar Lake,,,,,,,,,,,,,,
UMSP000361029,Orr,L.W.,,1929,7,16,"July 16, 1929",Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Cook,Poplar Lake,,,,,,,,,,,,,,
UMSP000361063,Orr,L.W.,,1929,7,16,"July 16, 1929",Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Cook,Poplar Lake,,,,,,,,,,,,,,
UMSP000361082,Orr,L.W.,,1929,7,16,"July 16, 1929",Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Cook,Poplar Lake,,,,,,,,,,,,,,
,,,,2018,7,16,,Dicerca tenebrosa,,,buprestidae,,,USA,Minnesota,Washington,,,,,,,,,,,,,,,
UMSP000361304,Hallinen,M.,E Lee,2017,7,17,July 17 2017,Dicerca tenebrosa,Kirby,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Washington,Marine Elementary Ballpark,45.2027,-92.7727,,,C. fumipennis nesting site,,,,,,,,,
UMSP000361305,Hallinen,M.,E Lee,2017,7,17,July 17 2017,Dicerca tenebrosa,Kirby,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Washington,Marine Elementary Ballpark,45.2027,-92.7727,,,C. fumipennis nesting site,,,,,,,,,
UMSP000361306,Hallinen,M.,E Lee,2017,7,17,July 17 2017,Dicerca tenebrosa,Kirby,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Washington,Marine Elementary Ballpark,45.2027,-92.7727,,,C. fumipennis nesting site,,,,,,,,,
UMSP000361300,Haynes,P.,,2017,7,19,July 19 2017,Dicerca tenebrosa,Kirby,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Ramsey,Turtle Lake Elementary,45.11045,-93.14969,,,C. fumipennis nesting site,,,,,,,,,
UMSP000361310,Hallinen,M.,,2017,7,19,July 19 2017,Dicerca tenebrosa,Kirby,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Washington,New Scandia T-Ball Field,45.250134,-92.802987,,,C. fumipennis nesting site,,,,,,,,,
UMSP000361313,Haynes ,P.,,2017,7,20,July 20 2017,Dicerca tenebrosa,Kirby,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Ramsey,Battle Creek Middle School,44.947459,-93.011506,,,C. fumipennis nesting site,,,,,,,,,
UMSP000361286,Knutson,H.,,1941,7,21,"July 21, 1941",Dicerca tenebrosa,Kirby,,buprestidae,Knull,1943,USA,Minnesota,St. Louis,Lake Comstock,,,,,,,,,,,,,,
,,,,2018,7,23,,Dicerca tenebrosa,,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,,,,
UMSP000363354,Stevens,J.,,2017,7,26,VII 26 2017,Dicerca tenebrosa,Kirby,,buprestidae,W.P. Steffens,2018,USA,Minnesota,Crow Wing,"Nisswa Elementary School, Nisswa",46.51972,-94.28599,,,,adult,,,,,,,,
UMSP000361307,Hallinen,M.,,2017,7,27,July 27 2017,Dicerca tenebrosa,Kirby,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Washington,Marine Elementary Ballpark,45.2027,-92.7727,,,C. fumipennis nesting site,,,,,,,,,
UMSP000361308,Hallinen,M.,,2017,7,27,July 27 2017,Dicerca tenebrosa,Kirby,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Washington,Marine Elementary Ballpark,45.2027,-92.7727,,,C. fumipennis nesting site,,,,,,,,,
,,,,2018,7,27,,Dicerca tenebrosa,,,buprestidae,,,USA,Minnesota,Washington,,,,,,,,,,,,,,,
,,,,2018,7,27,,Dicerca tenebrosa,,,buprestidae,,,USA,Minnesota,Washington,,,,,,,,,,,,,,,
UMSP000363836,Lee,E.,,2017,7,28,July 28 2017,Dicerca tenebrosa,Kirby,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Ramsey,Battle Creek Middle School,44.947459,-93.011506,,,C. fumipennis nesting site,,,,,,,,,
UMSP000361311,Haynes,P.,,2017,7,28,July 28 2017,Dicerca tenebrosa,Kirby,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Washington,New Scandia T-Ball Field,45.250134,-92.802987,,,C. fumipennis nesting site,,,,,,,,,
UMSP000361021,Hodson,A.C.,,1935,7,15-30,"July 15-30, 1935",Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Clearwater,Itasca Park,,,,,,,,,,,,,,
UMSP000361022,Hodson,A.C.,,1935,7,15-30,"July 15-30, 1935",Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Clearwater,Itasca Park,,,,,,,,,,,,,,
UMSP000361077,Hodson,A.C.,,1935,7,15-30,"July 15-30, 1935",Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Clearwater,Itasca Park,,,,,,,,,,,,,,
UMSP000361094,Hodson,A.C.,,1935,7,15-30,"July 15-30, 1935",Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Clearwater,Itasca Park,,,,,,,,,,,,,,
UMSP000363378,Schultz,J.,,2017,8,5,VIII 5 2017,Dicerca tenebrosa,Say,,buprestidae,W.P. Steffens,2018,USA,Minnesota,Stearns,"John Clark Elementary, Rockville",45.470149,-94.343892,,,,adult,,,,,,,,
UMSP000363355,Holten,K.,,2017,8,6,VIII 6 2017,Dicerca tenebrosa,Kirby,,buprestidae,W.P. Steffens,2018,USA,Minnesota,Crow Wing,"Nisswa Elementary School, Nisswa",46.51972,-94.28599,,,,adult,,,,,,,,
UMSP000361314,Niemiec,W.,,2015,8,12,12.viii.2015,Dicerca tenebrosa,Kirby,,buprestidae,W. Steffens,2015,USA,Minnesota,Washington,"Afton State Park, Afton",44.86677,-92.778637,,,,,,,,,,,,
,,,,2018,8,14,,Dicerca tenebrosa,,,buprestidae,,,USA,Minnesota,Chisago,,,,,,,,,,,,,,,
UMSP000361283,,,,1926,8,15,8-15-26,Dicerca tenebrosa,Kirby,,buprestidae,,,USA,Minnesota,Cook,,,,,,,,,,,,,,,
UMSP000361027,Orr,L.W.,,1928,8,29,"August 29, 1928",Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Clearwater,Itasca Pk.,,,,,,,,,,,,,,
UMSP000361024,Oestlund,O.W.,,,,,,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Cass,,,,,,,,,,,,,,,
UMSP000361059,Oestlund,O.W.,,,,,,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Cass,,,,,,,,,,,,,,,
UMSP000361079,Oestlund,O.W.,,,,,,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Cass,,,,,,,,,,,,,,,
UMSP000361081,Oestlund,O.W.,,,,,,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Cass,,,,,,,,,,,,,,,
UMSP000361278,Oestlund,O.W.,,,,,,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Cass,,,,,,,,,,,,,,,
UMSP000361279,Oestlund,O.W.,,,,,,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Cass,,,,,,,,,,,,,,,
UMSP000361015,,,,,,,,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,Hennepin,,,,,,,,,,,,,,,
UMSP000361078,,,,,,,,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1928,USA,Minnesota,Itasca,,,,,,,,,,,,,,,
UMSP000361086,Ainslie,C.N.,,,,,,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Olmsted,,,,,,,,,,,,,,,
UMSP000361089,Lugger,O.,,,,,,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Pine,Friesland,,,,,,,,,,,,,,
UMSP000361033,,,,,,,,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000361034,,,,,,,,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000361035,,,,,,,,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000361036,,,,,,,,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000361037,,,,,,,,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000361038,,,,,,,,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000361039,,,,,,,,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000361040,,,,,,,,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000361041,,,,,,,,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000361042,,,,,,,,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000361043,,,,,,,,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000361044,,,,,,,,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000361045,,,,,,,,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000361046,,,,,,,,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000361047,,,,,,,,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000361048,,,,,,,,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000361049,,,,,,,,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000361050,,,,,,,,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000361051,,,,,,,,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000361052,,,,,,,,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,C. fumipennis nesting site,,,,,,,,,
UMSP000361058,,,,,,,,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000361031,Rodeck,H.G.,,,,,,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1943,USA,Minnesota,,,,,,,,,,,,,,,,
UMSP000361075,,,,,,,,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,,,,,,,,,,,,,,,,
UMSP000363365,Schultz,J.,,2017,7,25,VII 25 2017,Dicerca tuberculata,Laporte & Gory,,buprestidae,W.P. Steffens,2018,USA,Minnesota,Washington,"Scandia T-Ball Field, Scandia",45.250122,-92.802991,,,,adult,,,,,,,,
UMSP000363366,Stiteler,C.,,2017,7,31,VII 31 2017,Dicerca tuberculata,Laporte & Gory,,buprestidae,W.P. Steffens,2018,USA,Minnesota,Washington,"Scandia T-Ball Field, Scandia",45.250122,-92.802991,,,,adult,,,,,,,,
UMSP000363343,Niemiec,W.,,2017,7,27,VII 27 2017,Dicerca tuberculata,Laporte & Gory,,buprestidae,W.P. Steffens,2018,USA,Minnesota,Washington,"Afton-Lakeland Elementary, Lakeland",44.942535,-92.768698,,,,adult,,,,,,,,
UMSP000361326,Rian,A.,,2016,8,6,06.viii.2016,Dicerca tuberculata,Laporte & Gory,,buprestidae,W. Steffens,2017,USA,Minnesota,Crow Wing,"Nisswa Elementary School, Nisswa",46.51972,-94.28599,,,,,,,,,,,,
UMSP000363022,,,,1988,6,2,2 June 1988,Eupristocerus cogitans,Weber,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area,,,,alder,,,,,,,,,,
UMSP000363013,Dawson,R.W.,,,6,14,June 14 19__,Eupristocerus cogitans,Weber,,buprestidae,Knull,1938,USA,Minnesota,Hennepin,Minneapolis,,,,,,,,,,,,,,
UMSP000363025,,,,1985,6,19,19 June 1985,Eupristocerus cogitans,Weber,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area,,,,CBL,,,,,,,,,,
UMSP000363027,,,,1991,6,27,27 June 1991,Eupristocerus cogitans,Weber,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area,,,,alder CBL,,,,,,,,,,
UMSP000363028,Springman,K.,,2016,6,28,28.vi.2016,Eupristocerus cogitans,Weber,,buprestidae,W.P. Steffens,2007,USA,Minnesota,Chisago,"Banta Park, Wyoming",45.30746,-92.992807,,,,,,,,,,,,
,,,,2018,6,30,,Eupristocerus cogitans,,,buprestidae,,,USA,Minnesota,Chisago,,,,,,,,,,,,,,,
,,,,2018,6,30,,Eupristocerus cogitans,,,buprestidae,,,USA,Minnesota,Chisago,,,,,,,,,,,,,,,
,,,,2018,6,30,,Eupristocerus cogitans,,,buprestidae,,,USA,Minnesota,Chisago,,,,,,,,,,,,,,,
,,,,2018,6,30,,Eupristocerus cogitans,,,buprestidae,,,USA,Minnesota,Chisago,,,,,,,,,,,,,,,
,,,,2018,6,30,,Eupristocerus cogitans,,,buprestidae,,,USA,Minnesota,Chisago,,,,,,,,,,,,,,,
UMSP000363021,,,,1985,7,6,6 July 1985,Eupristocerus cogitans,Weber,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area,,,,alder,,,,,,,,,,
UMSP000363023,,,,1985,7,6,6 July 1985,Eupristocerus cogitans,Weber,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area,,,,alder,,,,,,,,,,
UMSP000363024,,,,1985,7,6,6 July 1985,Eupristocerus cogitans,Weber,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area,,,,alder,,,,,,,,,,
UMSP000363029,Springman,K.,,2016,7,7,07.vii.2016,Eupristocerus cogitans,Weber,,buprestidae,W.P. Steffens,2017,USA,Minnesota,Chisago,"Tolzmann Park, Wyoming",45.347216,-92.993668,,,,,,,,,,,,
UMSP000363030,Springman,K.,,2016,7,7,07.vii.2016,Eupristocerus cogitans,Weber,,buprestidae,W.P. Steffens,2017,USA,Minnesota,Chisago,"Tolzmann Park, Wyoming",45.347216,-92.993668,,,,,,,,,,,,
UMSP000363031,Springman,K.,,2016,7,7,07.vii.2016,Eupristocerus cogitans,Weber,,buprestidae,W.P. Steffens,2017,USA,Minnesota,Chisago,"Tolzmann Park, Wyoming",45.347216,-92.993668,,,,,,,,,,,,
UMSP000363032,Springman,K.,,2016,7,7,07.vii.2016,Eupristocerus cogitans,Weber,,buprestidae,W.P. Steffens,2017,USA,Minnesota,Chisago,"Tolzmann Park, Wyoming",45.347216,-92.993668,,,,,,,,,,,,
UMSP000363033,Springman,K.,,2016,7,7,07.vii.2016,Eupristocerus cogitans,Weber,,buprestidae,W.P. Steffens,2017,USA,Minnesota,Chisago,"Tolzmann Park, Wyoming",45.347216,-92.993668,,,,,,,,,,,,
,,,,2018,7,8,,Eupristocerus cogitans,,,buprestidae,,,USA,Minnesota,Chisago,,,,,,,,,,,,,,,
,,,,2018,7,8,,Eupristocerus cogitans,,,buprestidae,,,USA,Minnesota,Chisago,,,,,,,,,,,,,,,
,,,,2018,7,8,,Eupristocerus cogitans,,,buprestidae,,,USA,Minnesota,Chisago,,,,,,,,,,,,,,,
UMSP000363038,Hallinen,M. ,B. Turgut,2017,7,8,July 8 2017,Eupristocerus cogitans,Weber,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Washington,Marine Elementary Ballpark,45.2027,-92.7727,,,C. fumipennis nesting site,,,,,,,,,
UMSP000363394,Allard,B.,,2017,7,9,09.vii.2017,Eupristocerus cogitans,Weber,,buprestidae,W.P. Steffens,2018,USA,Minnesota,Ramsey,"Turtle Lake Elementary, Shoreview",45.11045,-93.14969,,,,adult,,,,,,,,
UMSP000363041,Hallinen,M. ,E. Lee  A. Haynes,2017,7,10,July 10 2017,Eupristocerus cogitans,Weber,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Ramsey,Turtle Lake Elementary,,,,,,,,,,,,,,
UMSP000363042,Hallinen,M. ,E. Lee  A. Haynes,2017,7,10,July 10 2017,Eupristocerus cogitans,Weber,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Ramsey,Turtle Lake Elementary,,,,,,,,,,,,,,
UMSP000363043,Hallinen,M. ,E. Lee  A. Haynes,2017,7,10,July 10 2017,Eupristocerus cogitans,Weber,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Ramsey,Turtle Lake Elementary,,,,,,,,,,,,,,
UMSP000363044,Hallinen,M. ,E. Lee  A. Haynes,2017,7,10,July 10 2017,Eupristocerus cogitans,Weber,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Ramsey,Turtle Lake Elementary,,,,,,,,,,,,,,
UMSP000363045,Hallinen,M. ,E. Lee  A. Haynes,2017,7,10,July 10 2017,Eupristocerus cogitans,Weber,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Ramsey,Turtle Lake Elementary,,,,,,,,,,,,,,
UMSP000363046,Hallinen,M. ,E. Lee  A. Haynes,2017,7,10,July 10 2017,Eupristocerus cogitans,Weber,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Ramsey,Turtle Lake Elementary,,,,,,,,,,,,,,
UMSP000363047,Hallinen,M. ,E. Lee  A. Haynes,2017,7,10,July 10 2017,Eupristocerus cogitans,Weber,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Ramsey,Turtle Lake Elementary,,,,,,,,,,,,,,
UMSP000363048,Hallinen,M. ,P. Haynes E. Lee,2017,7,10,July 10 2017,Eupristocerus cogitans,Weber,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Ramsey,Turtle Lake Elementary,45.11045,-93.14969,,,C. fumipennis nesting site,,,,,,,,,
UMSP000363049,Hallinen,M. ,P. Haynes E. Lee,2017,7,10,July 10 2017,Eupristocerus cogitans,Weber,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Ramsey,Turtle Lake Elementary,45.11045,-93.14969,,,C. fumipennis nesting site,,,,,,,,,
UMSP000363408,Schultz,J.,,2017,7,10,10.vii.2017,Eupristocerus cogitans,Weber,,buprestidae,W.P. Steffens,2018,USA,Minnesota,Washington,"Marine Elementary, Marine on St. Croix",45.202698,-92.772702,,,,adult,,,,,,,,
,,,,2018,7,11,,Eupristocerus cogitans,,,buprestidae,,,USA,Minnesota,Chisago,,,,,,,,,,,,,,,
,,,,2018,7,11,,Eupristocerus cogitans,,,buprestidae,,,USA,Minnesota,Chisago,,,,,,,,,,,,,,,
UMSP000363035,Hallinen,M. ,D. Mkabili,2017,7,15,July 15 2017,Eupristocerus cogitans,Weber,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Chisago,Banta Park ,45.30746,-92.992807,,,C. fumipennis nesting site,,,,,,,,,
UMSP000363036,Hallinen,M. ,D. Mkabili,2017,7,15,July 15 2017,Eupristocerus cogitans,Weber,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Chisago,Banta Park ,45.30746,-92.992807,,,C. fumipennis nesting site,,,,,,,,,
UMSP000363034,Haynes,P.,,2017,7,15,July 15 2017,Eupristocerus cogitans,Weber,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Chisago,Swenson Park,45.339759,-92.990986,,,C. fumipennis nesting site,,,,,,,,,
,,,,2018,7,16,,Eupristocerus cogitans,,,buprestidae,,,USA,Minnesota,Chisago,,,,,,,,,,,,,,,
UMSP000363039,Hallinen,M. ,E. Lee,2017,7,17,July 17 2017,Eupristocerus cogitans,Weber,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Washington,Marine Elementary Ballpark,45.2027,-92.7727,,,C. fumipennis nesting site,,,,,,,,,
UMSP000363050,Haynes,P.,,2017,7,19,July 19 2017,Eupristocerus cogitans,Weber,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Ramsey,Turtle Lake Elementary,45.11045,-93.14969,,,C. fumipennis nesting site,,,,,,,,,
UMSP000363051,Haynes,P.,,2017,7,19,July 19 2017,Eupristocerus cogitans,Weber,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Ramsey,Turtle Lake Elementary,45.11045,-93.14969,,,C. fumipennis nesting site,,,,,,,,,
UMSP000363052,Haynes,P.,,2017,7,19,July 19 2017,Eupristocerus cogitans,Weber,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Ramsey,Turtle Lake Elementary,45.11045,-93.14969,,,C. fumipennis nesting site,,,,,,,,,
UMSP000363053,Haynes,P.,,2017,7,19,July 19 2017,Eupristocerus cogitans,Weber,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Ramsey,Turtle Lake Elementary,45.11045,-93.14969,,,C. fumipennis nesting site,,,,,,,,,
UMSP000363054,Haynes,P.,,2017,7,19,July 19 2017,Eupristocerus cogitans,Weber,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Ramsey,Turtle Lake Elementary,45.11045,-93.14969,,,C. fumipennis nesting site,,,,,,,,,
UMSP000363837,Haynes,P.,,2017,7,19,July 19 2017,Eupristocerus cogitans,Weber,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Ramsey,Turtle Lake Elementary,45.11045,-93.14969,,,C. fumipennis nesting site,,,,,,,,,
,,,,2018,7,21,,Eupristocerus cogitans,,,buprestidae,,,USA,Minnesota,Chisago,,,,,,,,,,,,,,,
,,,,2018,7,22,,Eupristocerus cogitans,,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,,,,
UMSP000365223,Schultz,J.,,2017,7,24,24.vii.2017,Eupristocerus cogitans,Weber,,buprestidae,W.P. Steffens,2018,USA,Minnesota,Washington,"Marine Elementary, Marine on St. Croix",45.202698,-92.772702,,,,adult,,,,,,,,
UMSP000363858,Dahlberg,A.,,2017,7,26,VII 26 2017,Eupristocerus cogitans,Weber,,buprestidae,W.P. Steffens,2018,USA,Minnesota,Chisago,"Tolzmann Park, Wyoming",45.347216,-92.993668,,,,adult,,,,,,,,
UMSP000363040,Hallinen,M. ,,2017,7,27,July 27 2017,Eupristocerus cogitans,Weber,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Washington,Marine Elementary Ballpark,45.2027,-92.7727,,,C. fumipennis nesting site,,,,,,,,,
UMSP000363010,Denning,D.G.,,1938,7,28,July 28 1938,Eupristocerus cogitans,Weber,,buprestidae,Knull,1942,USA,Minnesota,Wadena,,,,,,,,,,,,,,,
